1;0;1984.00;12.90;1054.00;0.00;0.60
2;0;1664.00;11.40;317.00;0.00;0.32
3;0;1373.00;13.60;400.00;0.00;0.40
4;0;2156.00;11.90;1075.00;0.00;0.56
5;0;1838.00;10.85;1077.00;0.00;0.60
6;0;2490.00;16.47;964.00;0.00;0.60
7;0;1887.00;12.75;781.00;0.00;0.52
8;0;1590.00;13.15;156.00;0.00;0.40
9;0;1770.00;10.20;463.00;0.00;0.36
10;0;2342.00;10.50;534.00;0.00;0.52
11;0;941.00;12.90;517.00;0.00;0.40
12;0;1484.00;10.27;625.00;0.00;0.44
13;0;1894.00;10.30;854.00;0.00;0.32
14;0;1881.00;11.65;570.00;0.00;0.32
15;0;2741.00;10.20;961.00;0.00;0.36
16;0;2312.00;12.10;585.00;0.00;0.60
17;0;154.00;10.75;844.00;0.00;0.32
18;0;888.00;12.65;504.00;0.00;0.44
19;0;1408.00;10.50;181.00;0.00;0.56
20;0;1405.00;11.55;1087.00;0.00;0.44
21;0;1063.00;10.45;458.00;0.00;0.36
22;0;969.00;12.17;981.00;0.00;0.40
23;0;1311.00;21.80;1101.00;0.00;0.52
24;0;1507.00;14.50;1028.00;0.00;0.48
25;0;1002.00;15.47;861.00;0.00;0.40
26;0;2425.00;10.20;802.00;0.00;0.60
27;0;674.00;11.00;591.00;0.00;0.40
28;0;781.00;12.07;326.00;0.00;0.52
29;0;696.00;10.30;554.00;0.00;0.28
30;0;1222.00;12.07;570.00;0.00;0.28
31;0;2167.00;12.40;898.00;0.00;0.40
32;0;989.00;11.42;663.00;0.00;0.36
33;0;1435.00;12.75;344.00;0.00;0.52
34;0;2320.00;10.20;1140.00;0.00;0.48
35;0;2338.00;11.20;701.00;0.00;0.52
36;0;1322.00;18.10;914.00;0.00;0.48
37;0;2062.00;10.65;475.00;0.00;0.48
38;0;2565.00;10.95;665.00;0.00;0.36
39;0;814.00;10.92;291.00;0.00;0.64
40;0;742.00;10.50;342.00;0.00;0.64
41;0;1525.00;12.05;172.00;0.00;0.40
42;0;840.00;10.67;286.00;0.00;0.60
43;0;1382.00;11.80;772.00;0.00;0.40
44;0;123.00;13.40;557.00;0.00;0.36
45;0;1855.00;12.15;141.00;0.00;0.32
46;0;983.00;13.55;628.00;0.00;0.32
47;0;2046.00;10.20;1104.00;0.00;0.36
48;0;1563.00;10.75;930.00;0.00;0.24
49;0;1883.00;11.45;318.00;0.00;0.36
50;0;1702.00;11.30;181.00;0.00;0.52
51;0;2431.00;13.10;470.00;0.00;0.48
52;0;1379.00;11.72;881.00;0.00;0.24
53;0;140.00;11.47;587.00;0.00;0.36
54;0;183.00;11.20;510.00;0.00;0.44
55;0;2025.00;12.52;389.00;0.00;0.32
56;0;2337.00;10.52;507.00;0.00;0.56
57;0;772.00;10.20;668.00;0.00;0.40
58;0;53.00;11.32;818.00;0.00;0.48
59;0;1482.00;12.20;859.00;0.00;0.40
60;0;1666.00;12.12;232.00;0.00;0.40
61;0;954.00;11.80;740.00;0.00;0.32
62;0;2355.00;12.65;583.00;0.00;0.40
63;0;2320.00;11.00;543.00;0.00;0.48
64;0;1302.00;10.10;810.00;0.00;0.36
65;0;2520.00;12.97;905.00;0.00;0.68
66;0;1169.00;11.80;611.00;0.00;0.28
67;0;2633.00;11.30;512.00;0.00;0.60
68;0;2162.00;14.70;983.00;0.00;0.64
69;0;328.00;11.02;864.00;0.00;0.56
70;0;1021.00;12.50;555.00;0.00;0.36
71;0;888.00;12.15;591.00;0.00;0.28
72;0;1568.00;16.80;411.00;0.00;0.36
73;0;2002.00;11.75;602.00;0.00;0.32
74;0;970.00;12.50;919.00;0.00;0.36
75;0;2011.00;13.90;580.00;0.00;0.44
76;0;1621.00;12.35;828.00;0.00;0.40
77;0;1619.00;10.90;916.00;0.00;0.40
78;0;1887.00;11.50;530.00;0.00;0.44
79;0;2091.00;12.90;419.00;0.00;0.48
80;0;835.00;11.25;393.00;0.00;0.32
81;0;2302.00;12.30;607.00;0.00;0.60
82;0;1147.00;15.30;807.00;0.00;0.36
83;0;1591.00;13.70;183.00;0.00;0.32
84;0;1119.00;14.25;969.00;0.00;0.32
85;0;255.00;13.20;391.00;0.00;0.36
86;0;1548.00;12.25;470.00;0.00;0.40
87;0;1586.00;13.60;254.00;0.00;0.48
88;0;2404.00;11.82;1137.00;0.00;0.48
89;0;2408.00;15.37;617.00;0.00;0.40
90;0;2545.00;11.70;1100.00;0.00;0.72
91;0;1806.00;10.40;904.00;0.00;0.40
92;0;254.00;11.07;302.00;0.00;0.56
93;0;2528.00;11.90;869.00;0.00;0.64
94;0;1293.00;14.27;1112.00;0.00;0.32
95;0;2135.00;11.65;519.00;0.00;0.48
96;0;693.00;12.72;625.00;0.00;0.36
97;0;593.00;11.10;302.00;0.00;0.40
98;0;2497.00;10.65;460.00;0.00;0.60
99;0;2112.00;10.20;530.00;0.00;0.44
100;0;853.00;13.52;658.00;0.00;0.32
101;0;2551.00;14.70;923.00;0.00;0.76
102;0;273.00;12.85;408.00;0.00;0.44
103;0;2397.00;13.20;498.00;0.00;0.48
104;0;1231.00;13.32;1039.00;0.00;0.36
105;0;962.00;12.70;458.00;0.00;0.40
106;0;1200.00;10.10;806.00;0.00;0.28
107;0;1997.00;12.90;639.00;0.00;0.24
108;0;627.00;10.22;281.00;0.00;0.56
109;0;1066.00;16.30;1036.00;0.00;0.40
110;0;2671.00;10.97;441.00;0.00;0.48
111;0;1428.00;13.75;963.00;0.00;0.24
112;0;2490.00;11.10;689.00;0.00;0.44
113;0;1974.00;10.95;616.00;0.00;0.36
114;0;1963.00;11.97;515.00;0.00;0.32
115;0;592.00;10.57;358.00;0.00;0.48
116;0;618.00;10.70;923.00;0.00;0.60
117;0;346.00;11.70;412.00;0.00;0.36
118;0;1819.00;11.35;852.00;0.00;0.36
119;0;484.00;10.27;653.00;0.00;0.36
120;0;1735.00;12.95;306.00;0.00;0.44
121;0;1781.00;10.60;608.00;0.00;0.40
122;0;2089.00;11.90;956.00;0.00;0.52
123;0;2258.00;10.55;415.00;0.00;0.44
124;0;572.00;10.55;907.00;0.00;0.36
125;0;1392.00;11.70;303.00;0.00;0.40
126;0;1463.00;11.80;443.00;0.00;0.44
127;0;2532.00;14.42;548.00;0.00;0.56
128;0;2355.00;11.40;377.00;0.00;0.48
129;0;1154.00;11.75;347.00;0.00;0.36
130;0;2035.00;11.42;1058.00;0.00;0.84
131;0;2409.00;18.35;513.00;0.00;0.36
132;0;2467.00;10.70;822.00;0.00;0.32
133;0;2134.00;10.95;888.00;0.00;0.60
134;0;510.00;10.65;623.00;0.00;0.28
135;0;1640.00;10.90;706.00;0.00;0.52
136;0;1360.00;11.77;469.00;0.00;0.44
137;0;2510.00;13.85;505.00;0.00;0.72
138;0;946.00;10.57;341.00;0.00;0.32
139;0;2120.00;10.60;393.00;0.00;0.60
140;0;1826.00;12.27;246.00;0.00;0.36
141;0;2568.00;11.70;628.00;0.00;0.48
142;0;404.00;10.25;418.00;0.00;0.40
143;0;1039.00;11.50;1063.00;0.00;0.24
144;0;1083.00;11.90;682.00;0.00;0.28
145;0;1664.00;10.20;946.00;0.00;0.32
146;0;1549.00;16.72;411.00;0.00;0.60
147;0;2364.00;11.32;351.00;0.00;0.52
148;0;1544.00;11.20;135.00;0.00;0.28
149;0;864.00;10.27;294.00;0.00;0.52
150;0;2514.00;11.55;1136.00;0.00;0.40
151;0;505.00;11.35;948.00;0.00;0.60
152;0;355.00;12.30;504.00;0.00;0.36
153;0;546.00;10.50;314.00;0.00;0.52
154;0;2564.00;14.90;1052.00;0.00;0.52
155;0;1735.00;11.15;943.00;0.00;0.36
156;0;1090.00;12.52;345.00;0.00;0.36
157;0;2593.00;10.57;358.00;0.00;0.40
158;0;869.00;12.17;761.00;0.00;0.32
159;0;2337.00;11.20;376.00;0.00;0.40
160;0;1772.00;12.15;957.00;0.00;0.40
161;0;954.00;10.10;317.00;0.00;0.44
162;0;641.00;10.85;1093.00;0.00;0.56
163;0;2533.00;12.00;1121.00;0.00;0.60
164;0;2408.00;10.20;712.00;0.00;0.44
165;0;831.00;16.17;744.00;0.00;0.24
166;0;1261.00;10.30;522.00;0.00;0.24
167;0;576.00;10.85;583.00;0.00;0.32
168;0;647.00;10.25;376.00;0.00;0.56
169;0;904.00;10.60;1057.00;0.00;0.68
170;0;2440.00;11.75;354.00;0.00;0.48
171;0;162.00;11.40;1032.00;0.00;0.64
172;0;1166.00;10.97;926.00;0.00;0.32
173;0;1013.00;10.57;746.00;0.00;0.48
174;0;1645.00;14.32;1099.00;0.00;0.52
175;0;2483.00;15.55;1058.00;0.00;0.60
176;0;2343.00;12.57;1060.00;0.00;0.48
177;0;1492.00;10.90;609.00;0.00;0.28
178;0;2390.00;14.77;596.00;0.00;0.40
179;0;2325.00;13.92;1011.00;0.00;0.68
180;0;990.00;11.05;822.00;0.00;0.28
181;0;901.00;11.40;978.00;0.00;0.32
182;0;1449.00;11.37;458.00;0.00;0.36
183;0;1775.00;10.92;623.00;0.00;0.40
184;0;1043.00;10.20;389.00;0.00;0.40
185;0;1106.00;11.45;265.00;0.00;0.40
186;0;1726.00;10.60;645.00;0.00;0.52
187;0;1372.00;13.52;797.00;0.00;0.32
188;0;1548.00;11.12;1138.00;0.00;0.60
189;0;1742.00;13.00;167.00;0.00;0.36
190;0;1524.00;13.17;386.00;0.00;0.44
191;0;560.00;10.35;643.00;0.00;0.36
192;0;2533.00;11.07;602.00;0.00;0.44
193;0;1548.00;10.55;511.00;0.00;0.48
194;0;1475.00;12.17;275.00;0.00;0.48
195;0;1890.00;13.10;635.00;0.00;0.36
196;0;1269.00;10.60;249.00;0.00;0.64
197;0;673.00;10.90;1105.00;0.00;0.68
198;0;286.00;12.22;516.00;0.00;0.44
199;0;2354.00;10.20;730.00;0.00;0.44
200;0;88.00;10.97;781.00;0.00;0.32
201;0;1661.00;13.85;219.00;0.00;0.48
202;0;2280.00;11.90;954.00;0.00;0.68
203;0;2231.00;12.10;1090.00;0.00;0.72
204;0;904.00;10.10;941.00;0.00;0.40
205;0;224.00;12.20;389.00;0.00;0.28
206;0;1844.00;10.62;538.00;0.00;0.40
207;0;1232.00;10.30;851.00;0.00;0.40
208;0;1792.00;11.00;578.00;0.00;0.40
209;0;2606.00;10.62;370.00;0.00;0.32
210;0;1346.00;11.30;719.00;0.00;0.44
211;0;1114.00;14.70;777.00;0.00;0.48
212;0;2379.00;10.07;822.00;0.00;0.76
213;0;1709.00;10.90;717.00;0.00;0.56
214;0;224.00;10.45;791.00;0.00;0.28
215;0;1310.00;11.60;505.00;0.00;0.44
216;0;2343.00;10.90;351.00;0.00;0.60
217;0;1123.00;10.30;701.00;0.00;0.36
218;0;1264.00;10.20;498.00;0.00;0.48
219;0;1959.00;10.45;773.00;0.00;0.32
220;0;1596.00;12.65;1071.00;0.00;0.52
221;0;1107.00;13.10;354.00;0.00;0.36
222;0;1444.00;12.52;798.00;0.00;0.20
223;0;1699.00;12.27;408.00;0.00;0.36
224;0;1748.00;12.85;317.00;0.00;0.36
225;0;1487.00;13.45;417.00;0.00;0.40
226;0;2338.00;10.25;335.00;0.00;0.28
227;0;1391.00;13.20;965.00;0.00;0.36
228;0;1830.00;13.50;756.00;0.00;0.48
229;0;778.00;11.00;1009.00;0.00;0.64
230;0;1499.00;14.30;369.00;0.00;0.48
231;0;1600.00;11.82;324.00;0.00;0.40
232;0;1240.00;13.25;466.00;0.00;0.48
233;0;698.00;10.52;308.00;0.00;0.52
234;0;2482.00;13.67;475.00;0.00;0.36
235;0;1218.00;11.55;369.00;0.00;0.48
